X_position,Y_position,type
99,125,tumor
-141,-164,tumor
117,87,tumor
-170,-210,tumor
74,109,tumor
235,237,tumor
140,79,tumor
92,103,tumor
107,58,tumor
-249,-30,tumor
-171,-129,tumor
-141,-144,tumor
76,197,tumor
138,48,tumor
-252,248,tumor
218,251,tumor
221,232,tumor
74,146,tumor
158,77,tumor
-198,-153,tumor
106,51,tumor
63,85,tumor
75,64,tumor
-151,-153,tumor
-176,-213,tumor
56,37,tumor
-126,-179,tumor
47,16,tumor
74,18,tumor
66,88,tumor
-256,-14,tumor
159,79,tumor
-240,28,tumor
-135,-182,tumor
252,237,tumor
169,72,tumor
93,136,tumor
155,99,tumor
37,26,tumor
61,164,tumor
-247,-254,tumor
62,70,tumor
-235,-12,tumor
-145,-132,tumor
-202,-204,tumor
57,49,tumor
-247,-238,tumor
96,113,tumor
60,83,tumor
-228,20,tumor
134,87,tumor
67,103,tumor
80,186,tumor
-253,-8,tumor
58,34,tumor
71,68,tumor
143,56,tumor
47,35,tumor
81,150,tumor
-155,-187,tumor
70,87,tumor
66,171,tumor
-184,-155,tumor
-120,-177,tumor
73,88,tumor
-188,-177,tumor
61,184,tumor
111,48,tumor
-158,-165,tumor
-157,-152,tumor
55,24,tumor
64,113,tumor
61,46,tumor
68,114,tumor
84,115,tumor
148,100,tumor
-137,-191,tumor
152,62,tumor
243,219,tumor
80,161,tumor
99,172,tumor
59,77,tumor
58,168,tumor
-205,-167,tumor
-134,-182,tumor
76,31,tumor
231,235,tumor
-189,-209,tumor
76,127,tumor
229,214,tumor
88,180,tumor
249,227,tumor
31,26,tumor
120,50,tumor
92,116,tumor
68,81,tumor
-161,-204,tumor
222,225,tumor
69,11,tumor
96,94,tumor
74,127,tumor
103,109,tumor
-132,-176,tumor
162,80,tumor
101,54,tumor
39,22,tumor
64,144,tumor
39,12,tumor
241,235,tumor
-188,-182,tumor
58,139,tumor
33,19,tumor
74,114,tumor
81,151,tumor
-243,2,tumor
251,241,tumor
99,83,tumor
-199,-153,tumor
-144,-212,tumor
-193,-180,tumor
79,67,tumor
57,12,tumor
154,64,tumor
-249,25,tumor
-195,-161,tumor
-155,-152,tumor
217,246,tumor
136,79,tumor
89,138,tumor
111,49,tumor
-158,-146,tumor
-148,-194,tumor
45,12,tumor
99,108,tumor
85,123,tumor
76,68,tumor
-243,23,tumor
-127,-192,tumor
75,187,tumor
117,63,tumor
84,164,tumor
-197,-157,tumor
-251,-22,tumor
84,83,tumor
-235,-6,tumor
78,196,tumor
-136,-168,tumor
60,38,tumor
72,94,tumor
-200,-177,tumor
163,89,tumor
-207,-177,tumor
-246,-244,tumor
-183,-176,tumor
-217,12,tumor
58,142,tumor
100,166,tumor
-162,-157,tumor
-150,-158,tumor
63,139,tumor
-130,-181,tumor
-177,-187,tumor
-158,-140,tumor
50,59,tumor
-152,-200,tumor
232,235,tumor
96,70,tumor
72,185,tumor
-225,20,tumor
-164,-210,tumor
92,165,tumor
109,86,tumor
51,52,tumor
54,37,tumor
-5,-172,tumor
61,62,tumor
248,220,tumor
155,57,tumor
-126,-165,tumor
74,196,tumor
54,166,tumor
158,88,tumor
46,10,tumor
126,99,tumor
120,61,tumor
-130,-185,tumor
-197,-149,tumor
-237,27,tumor
135,58,tumor
110,101,tumor
44,12,tumor
39,25,tumor
66,137,tumor
111,101,tumor
88,78,tumor
110,121,tumor
87,162,tumor
-165,-177,tumor
139,53,tumor
66,46,tumor
42,45,tumor
168,81,tumor
64,193,tumor
90,104,tumor
66,58,tumor
53,45,tumor
-152,-183,tumor
155,83,tumor
61,80,tumor
-247,26,tumor
52,44,tumor
-145,-196,tumor
155,65,tumor
91,64,tumor
89,49,tumor
88,48,tumor
57,76,tumor
-191,-149,tumor
169,98,tumor
141,85,tumor
-140,-207,tumor
62,12,tumor
-168,-164,tumor
-139,-198,tumor
49,152,tumor
33,15,tumor
72,82,tumor
64,192,tumor
63,125,tumor
-251,29,tumor
69,113,tumor
92,129,tumor
163,93,tumor
228,227,tumor
228,233,tumor
-144,-201,tumor
46,24,tumor
-244,13,tumor
97,132,tumor
104,127,tumor
-156,-159,tumor
-178,-190,tumor
79,200,tumor
40,45,tumor
-150,-147,tumor
247,226,tumor
-137,-163,tumor
225,219,tumor
-144,-167,tumor
82,166,tumor
-250,16,tumor
-189,-199,tumor
136,101,tumor
134,98,tumor
139,79,tumor
-202,-154,tumor
233,255,tumor
238,247,tumor
100,128,tumor
-235,-3,tumor
-143,-136,tumor
-190,-136,tumor
-168,-128,tumor
146,86,tumor
152,58,tumor
-170,-170,tumor
106,122,tumor
-121,-167,tumor
-164,-164,tumor
85,33,tumor
56,134,tumor
72,73,tumor
76,177,tumor
-149,-155,tumor
-160,-202,tumor
-244,-9,tumor
-199,-154,tumor
-154,-190,tumor
-150,-181,tumor
103,120,tumor
152,99,tumor
-247,23,tumor
93,122,tumor
91,93,tumor
130,59,tumor
85,166,tumor
92,45,tumor
58,38,tumor
-179,-159,tumor
71,29,tumor
29,27,tumor
-135,-200,tumor
-249,249,tumor
-232,-6,tumor
-228,5,tumor
73,162,tumor
-197,-174,tumor
69,104,tumor
98,80,tumor
248,202,tumor
139,76,tumor
134,67,tumor
95,65,tumor
-138,-182,tumor
-4,-177,tumor
163,84,tumor
-249,39,tumor
-137,-142,tumor
-166,-209,tumor
-149,-208,tumor
101,103,tumor
103,131,tumor
-227,18,tumor
90,177,tumor
255,222,tumor
148,96,tumor
63,187,tumor
-152,-188,tumor
248,236,tumor
78,147,tumor
89,124,tumor
75,90,tumor
100,136,tumor
-206,-188,tumor
-217,10,tumor
79,188,tumor
89,179,tumor
126,103,tumor
244,230,tumor
-116,-180,tumor
124,73,tumor
-187,-183,tumor
-167,-193,tumor
-186,-199,tumor
254,245,tumor
59,179,tumor
60,7,tumor
28,27,tumor
-254,-11,tumor
62,91,tumor
227,232,tumor
-146,-171,tumor
247,217,tumor
54,142,tumor
-160,-158,tumor
104,122,tumor
96,54,tumor
104,51,tumor
128,71,tumor
218,246,tumor
-141,-145,tumor
-143,-212,tumor
-15,-92,cell_1
-178,251,cell_1
228,203,cell_1
-233,-253,cell_1
233,171,cell_1
-246,-249,cell_1
-150,-61,cell_1
-167,235,cell_1
-119,-75,cell_1
234,192,cell_1
-250,223,cell_1
-228,53,cell_1
-154,178,cell_1
205,-202,cell_1
-126,248,cell_1
-133,212,cell_1
246,171,cell_1
252,110,cell_1
-124,-81,cell_1
185,-188,cell_1
-27,-94,cell_1
195,-129,cell_1
-231,-126,cell_1
217,231,cell_1
-78,-205,cell_1
200,-191,cell_1
-192,57,cell_1
-75,-248,cell_1
-215,74,cell_1
-151,173,cell_1
-250,252,cell_1
-222,-110,cell_1
240,-244,cell_1
219,253,cell_1
-231,255,cell_1
255,183,cell_1
-213,-129,cell_1
-231,49,cell_1
-157,254,cell_1
236,-243,cell_1
-209,39,cell_1
215,243,cell_1
-241,-112,cell_1
-80,-223,cell_1
-205,53,cell_1
-150,-69,cell_1
-213,-147,cell_1
-38,-128,cell_1
134,51,cell_1
56,82,cell_1
-34,-232,cell_1
-3,-89,cell_1
-69,-239,cell_1
-8,-93,cell_1
-161,170,cell_1
-163,152,cell_1
-44,-112,cell_1
246,161,cell_1
43,70,cell_1
42,79,cell_1
254,200,cell_1
162,-152,cell_1
-193,-133,cell_1
-165,154,cell_1
-17,-255,cell_1
168,-172,cell_1
-52,-223,cell_1
-232,44,cell_1
-205,-104,cell_1
-157,197,cell_1
253,128,cell_1
-147,182,cell_1
-40,-250,cell_1
-25,-114,cell_1
-153,247,cell_1
-38,-217,cell_1
-28,-132,cell_1
-153,186,cell_1
-180,180,cell_1
-209,243,cell_1
207,238,cell_1
-202,19,cell_1
-20,-91,cell_1
245,144,cell_1
138,53,cell_1
-181,199,cell_1
-22,-238,cell_1
63,91,cell_1
-192,72,cell_1
-218,-90,cell_1
-64,-176,cell_1
-55,-210,cell_1
-208,240,cell_1
200,-137,cell_1
-151,233,cell_1
33,87,cell_1
231,166,cell_1
-24,-254,cell_1
-46,-153,cell_1
-64,-111,cell_1
-254,-180,cell_1
-62,-164,cell_1
-67,-87,cell_1
-230,220,cell_1
-189,217,cell_1
243,198,cell_1
-210,-91,cell_1
39,61,cell_1
-125,254,cell_1
-234,-122,cell_1
-66,-178,cell_1
-196,-139,cell_1
229,221,cell_1
185,-159,cell_1
239,-219,cell_1
227,224,cell_1
95,24,cell_1
255,140,cell_1
-118,-72,cell_1
-249,11,cell_1
-88,-232,cell_1
-181,224,cell_1
-30,80,cell_1
-138,224,cell_1
-250,-130,cell_1
-177,242,cell_1
-36,-224,cell_1
-214,-96,cell_1
