X_position,Y_position,type
135,49,tumor
-138,-193,tumor
-51,132,tumor
164,67,tumor
88,67,tumor
122,254,tumor
-225,168,tumor
139,17,tumor
47,-208,tumor
-2,139,tumor
95,241,tumor
22,50,tumor
241,-234,tumor
-211,-127,tumor
202,-208,tumor
68,122,tumor
160,-242,tumor
-154,-89,tumor
161,9,tumor
55,214,tumor
48,66,tumor
3,9,tumor
159,71,tumor
35,178,tumor
66,180,tumor
27,187,tumor
-108,-42,tumor
182,-234,tumor
-158,-106,tumor
-162,98,tumor
21,186,tumor
116,107,tumor
-61,109,tumor
117,-152,tumor
-138,-200,tumor
-206,-73,tumor
-153,17,tumor
219,-222,tumor
-53,123,tumor
251,-95,tumor
21,171,tumor
-203,119,tumor
92,-156,tumor
97,155,tumor
90,-17,tumor
162,251,tumor
9,50,tumor
61,18,tumor
114,-157,tumor
-235,-97,tumor
23,10,tumor
-86,147,tumor
120,-21,tumor
-136,-24,tumor
114,237,tumor
-106,-195,tumor
149,62,tumor
-100,94,tumor
120,124,tumor
-66,39,tumor
-186,-52,tumor
157,238,tumor
30,-17,tumor
-72,38,tumor
170,36,tumor
-116,76,tumor
-131,83,tumor
57,198,tumor
-159,-129,tumor
-256,-63,tumor
-214,83,tumor
189,-2,tumor
129,-28,tumor
-212,116,tumor
2,57,tumor
-155,84,tumor
177,-248,tumor
-32,60,tumor
168,-6,tumor
-102,33,tumor
-202,-146,tumor
-75,133,tumor
24,28,tumor
172,-236,tumor
44,-201,tumor
185,-226,tumor
-136,-13,tumor
-111,-216,tumor
-69,77,tumor
71,-3,tumor
-12,92,tumor
201,-190,tumor
58,-10,tumor
-106,-91,tumor
127,-166,tumor
166,82,tumor
245,-123,tumor
50,-19,tumor
-256,-61,tumor
-114,-205,tumor
220,-180,tumor
78,-19,tumor
234,-162,tumor
155,-25,tumor
114,88,tumor
81,22,tumor
157,160,tumor
216,-121,tumor
-230,169,tumor
158,-14,tumor
-43,159,tumor
67,6,tumor
-128,-70,tumor
-181,-66,tumor
236,-211,tumor
-60,178,tumor
158,210,tumor
-57,125,tumor
181,34,tumor
45,-45,tumor
-55,31,tumor
-56,42,tumor
-85,-39,tumor
167,5,tumor
-110,-13,tumor
-236,-100,tumor
45,53,tumor
-86,70,tumor
-109,-199,tumor
4,166,tumor
-96,-220,tumor
-248,-80,tumor
-80,-104,tumor
149,-192,tumor
-78,-105,tumor
-199,-144,tumor
167,223,tumor
-117,68,tumor
60,-226,tumor
84,119,tumor
52,-192,tumor
47,5,tumor
-70,158,tumor
-194,-51,tumor
145,-172,tumor
66,101,tumor
190,3,tumor
-238,192,tumor
77,-21,tumor
94,76,tumor
-104,-51,tumor
-189,-62,tumor
5,-7,tumor
-164,17,tumor
176,49,tumor
48,139,tumor
-93,175,tumor
-103,-92,tumor
136,56,tumor
184,-153,tumor
-136,-48,tumor
77,199,tumor
51,53,tumor
-196,-66,tumor
35,-186,tumor
-153,-194,tumor
-66,114,tumor
63,167,tumor
-243,166,tumor
185,63,tumor
250,-152,tumor
-150,-67,tumor
105,70,tumor
-244,134,tumor
105,174,tumor
-112,-6,tumor
-80,17,tumor
-214,-136,tumor
-154,-27,tumor
-126,-69,tumor
249,-176,tumor
-201,-110,tumor
-119,88,tumor
126,176,tumor
31,27,tumor
-54,123,tumor
-212,-38,tumor
-48,138,tumor
131,36,tumor
-128,22,tumor
-126,61,tumor
238,-198,tumor
255,-237,tumor
-15,31,tumor
251,-229,tumor
-142,97,tumor
60,164,tumor
-231,82,tumor
62,216,tumor
57,207,tumor
15,44,tumor
21,-7,tumor
-215,175,tumor
103,141,tumor
-43,133,tumor
-97,128,tumor
46,187,tumor
-173,-87,tumor
134,180,tumor
-85,220,tumor
113,-167,tumor
-216,114,tumor
168,-34,tumor
234,-62,tumor
152,97,tumor
-215,123,tumor
-143,24,tumor
33,105,tumor
-81,150,tumor
-107,-101,tumor
-26,99,tumor
219,-98,tumor
132,100,tumor
-206,-134,tumor
56,154,tumor
-41,77,tumor
-65,54,tumor
114,-183,tumor
-145,-19,tumor
-79,118,tumor
179,65,tumor
-97,67,tumor
-144,-14,tumor
-34,149,tumor
-17,130,tumor
-109,-62,tumor
-115,-44,tumor
136,178,tumor
130,66,tumor
-67,143,tumor
6,25,tumor
-84,223,tumor
-120,10,tumor
-115,-210,tumor
-139,-216,tumor
46,186,tumor
94,191,tumor
-227,180,tumor
-222,-126,tumor
229,-215,tumor
-106,-82,tumor
72,-206,tumor
-117,-182,tumor
-223,168,tumor
193,-190,tumor
165,37,tumor
127,51,tumor
-242,148,tumor
-154,10,tumor
-87,-15,tumor
-100,-44,tumor
-125,-94,tumor
-110,91,tumor
10,-20,tumor
-146,-61,tumor
-85,180,tumor
84,17,tumor
218,-130,tumor
-168,-39,tumor
-102,-188,tumor
-72,75,tumor
13,120,tumor
221,-148,tumor
250,-213,tumor
-52,112,tumor
-2,161,tumor
171,10,tumor
250,-34,tumor
196,-196,tumor
-127,-71,tumor
90,157,tumor
-4,179,tumor
190,-9,tumor
-36,66,tumor
-240,-137,tumor
249,-154,tumor
-144,-105,tumor
-38,100,tumor
-4,170,tumor
-60,24,tumor
246,-148,tumor
-111,-220,tumor
-116,122,tumor
-194,207,tumor
30,196,tumor
-2,76,tumor
25,195,tumor
146,244,tumor
-22,160,tumor
108,16,tumor
4,175,tumor
79,174,tumor
84,-8,tumor
-220,-128,tumor
-206,-67,tumor
-81,180,tumor
-112,-14,tumor
109,113,tumor
244,-241,tumor
-213,-42,tumor
164,-200,tumor
-64,157,tumor
-139,-76,tumor
23,-12,tumor
-206,116,tumor
-146,-207,tumor
-42,81,tumor
-109,22,tumor
-80,8,tumor
149,-175,tumor
-83,-223,tumor
67,-24,tumor
53,-230,tumor
-251,171,tumor
86,177,tumor
-210,-138,tumor
116,53,tumor
-32,56,tumor
135,137,tumor
-242,69,tumor
-38,215,tumor
209,-174,tumor
254,-113,tumor
-256,-120,tumor
107,20,tumor
155,-204,tumor
-95,-1,tumor
186,-238,tumor
79,210,tumor
41,-192,tumor
-252,120,tumor
-200,178,tumor
-16,14,tumor
109,-238,cell_1
-127,19,cell_1
-247,153,cell_1
-53,-219,cell_1
96,-214,cell_1
-61,-197,cell_1
106,-125,cell_1
-245,-235,cell_1
-220,141,cell_1
132,-217,cell_1
74,-246,cell_1
124,-168,cell_1
-57,-208,cell_1
-30,-232,cell_1
240,-169,cell_1
-247,173,cell_1
78,-123,cell_1
-93,30,cell_1
-109,-217,cell_1
127,-251,cell_1
73,-186,cell_1
-36,-187,cell_1
-69,-243,cell_1
-234,161,cell_1
-221,178,cell_1
-233,171,cell_1
-111,26,cell_1
-48,-244,cell_1
242,-141,cell_1
-101,-238,cell_1
79,-207,cell_1
101,-234,cell_1
-240,50,cell_1
51,-240,cell_1
-218,-238,cell_1
-28,-197,cell_1
255,-162,cell_1
106,-246,cell_1
-217,22,cell_1
-241,137,cell_1
94,-193,cell_1
120,-232,cell_1
-232,40,cell_1
-77,-197,cell_1
-218,137,cell_1
-55,-236,cell_1
-247,203,cell_1
-103,-207,cell_1
-48,-190,cell_1
-240,110,cell_1
-41,-245,cell_1
109,-232,cell_1
-246,179,cell_1
-255,-256,cell_1
-20,-234,cell_1
81,-119,cell_1
170,13,cell_1
183,7,cell_1
78,-207,cell_1
-47,-249,cell_1
-86,-181,cell_1
-45,-184,cell_1
-71,-222,cell_1
-213,-244,cell_1
98,-159,cell_1
124,-234,cell_1
-131,27,cell_1
88,-176,cell_1
116,-229,cell_1
48,-242,cell_1
-248,177,cell_1
-128,8,cell_1
67,-219,cell_1
-80,-222,cell_1
-232,137,cell_1
-225,11,cell_1
72,-214,cell_1
91,-123,cell_1
-192,29,cell_1
-216,24,cell_1
-216,-22,cell_1
-226,118,cell_1
-37,-238,cell_1
136,-177,cell_1
-122,42,cell_1
-97,-183,cell_1
-37,-210,cell_1
105,-216,cell_1
-190,6,cell_1
-24,-210,cell_1
-208,31,cell_1
0,-250,cell_1
-246,7,cell_1
-76,-214,cell_1
-247,170,cell_1
-109,-242,cell_1
-237,149,cell_1
96,-251,cell_1
110,-164,cell_1
68,-242,cell_1
-93,44,cell_1
-235,112,cell_1
-105,-211,cell_1
111,-181,cell_1
-64,-201,cell_1
-42,-238,cell_1
-227,19,cell_1
-244,-232,cell_1
95,-206,cell_1
-242,-2,cell_1
-21,-253,cell_1
124,-174,cell_1
92,-191,cell_1
245,-149,cell_1
93,-188,cell_1
251,-145,cell_1
-256,124,cell_1
-4,-252,cell_1
-202,-15,cell_1
-246,186,cell_1
-101,251,cell_1
-103,-195,cell_1
-248,182,cell_1
-79,-219,cell_1
-245,148,cell_1
-52,-219,cell_1
248,-167,cell_1
-93,35,cell_1
