X_position,Y_position,type
159,-47,tumor
22,-154,tumor
-46,192,tumor
-196,172,tumor
170,-96,tumor
-147,-128,tumor
148,237,tumor
94,161,tumor
199,159,tumor
-152,-42,tumor
-246,-76,tumor
-97,39,tumor
-116,238,tumor
62,-16,tumor
-114,-150,tumor
-247,-185,tumor
59,-111,tumor
-99,214,tumor
98,238,tumor
-114,-20,tumor
110,199,tumor
-185,17,tumor
197,-62,tumor
46,-164,tumor
118,92,tumor
214,119,tumor
34,55,tumor
191,-58,tumor
-40,38,tumor
-161,-16,tumor
-195,185,tumor
222,142,tumor
251,209,tumor
-90,36,tumor
-129,-158,tumor
37,230,tumor
-200,-6,tumor
-97,-7,tumor
28,-197,tumor
29,78,tumor
-144,195,tumor
5,-198,tumor
-24,219,tumor
-127,59,tumor
207,160,tumor
-59,183,tumor
-100,243,tumor
-204,54,tumor
21,-72,tumor
31,-143,tumor
251,8,tumor
-199,-2,tumor
-175,-35,tumor
84,-46,tumor
246,155,tumor
186,148,tumor
-85,83,tumor
-127,49,tumor
-88,14,tumor
170,-155,tumor
22,158,tumor
79,156,tumor
76,62,tumor
68,182,tumor
-238,-89,tumor
56,97,tumor
105,196,tumor
223,200,tumor
-64,226,tumor
86,29,tumor
-111,-191,tumor
195,144,tumor
21,236,tumor
39,-151,tumor
193,-42,tumor
30,-109,tumor
30,-41,tumor
60,75,tumor
-54,191,tumor
8,114,tumor
39,-74,tumor
1,98,tumor
-116,245,tumor
251,234,tumor
196,-111,tumor
254,162,tumor
252,136,tumor
-9,230,tumor
0,160,tumor
-158,-41,tumor
-188,198,tumor
-107,229,tumor
-104,-82,tumor
78,236,tumor
24,141,tumor
-10,208,tumor
-113,42,tumor
-63,50,tumor
234,159,tumor
3,-199,tumor
-45,230,tumor
53,-146,tumor
208,-73,tumor
-63,39,tumor
-92,81,tumor
-42,208,tumor
57,-121,tumor
-167,226,tumor
111,255,tumor
210,-18,tumor
249,126,tumor
-125,-139,tumor
0,240,tumor
248,145,tumor
-158,252,tumor
13,-156,tumor
-53,238,tumor
-222,167,tumor
12,154,tumor
-172,-48,tumor
249,191,tumor
-180,37,tumor
-51,-1,tumor
85,196,tumor
71,74,tumor
243,136,tumor
-219,30,tumor
138,245,tumor
-144,19,tumor
27,-209,tumor
169,-80,tumor
-18,143,tumor
154,-34,tumor
-141,225,tumor
87,193,tumor
-154,-201,tumor
-127,-113,tumor
-141,34,tumor
-44,-11,tumor
14,130,tumor
-141,-180,tumor
134,134,tumor
-87,-10,tumor
-7,185,tumor
73,101,tumor
-152,-12,tumor
-207,47,tumor
-91,84,tumor
-168,6,tumor
208,145,tumor
-132,37,tumor
-203,237,tumor
-2,226,tumor
31,116,tumor
47,69,tumor
116,236,tumor
83,25,tumor
-124,236,tumor
-124,11,tumor
-46,196,tumor
-119,-18,tumor
-133,189,tumor
73,44,tumor
218,-100,tumor
146,166,tumor
55,-185,tumor
31,-118,tumor
-125,236,tumor
93,139,tumor
-136,-18,tumor
-202,199,tumor
-169,-20,tumor
78,144,tumor
97,163,tumor
-79,58,tumor
10,139,tumor
16,-238,tumor
93,111,tumor
69,117,tumor
-124,238,tumor
114,251,tumor
-45,234,tumor
181,-149,tumor
233,-157,tumor
29,4,tumor
-252,-126,tumor
184,-72,tumor
223,-61,tumor
77,180,tumor
34,2,tumor
65,141,tumor
18,132,tumor
50,-123,tumor
85,112,tumor
-144,-81,tumor
201,-96,tumor
-102,-7,tumor
117,154,tumor
33,-221,tumor
-116,-53,tumor
-137,-155,tumor
-105,-110,tumor
237,-44,tumor
-177,232,tumor
-42,217,tumor
-114,1,tumor
128,252,tumor
120,210,tumor
194,-55,tumor
101,200,tumor
-246,-151,tumor
-252,-80,tumor
78,-27,tumor
-247,-192,tumor
228,252,tumor
-32,204,tumor
-218,0,tumor
145,238,tumor
13,183,tumor
15,-206,tumor
-144,-86,tumor
32,-52,tumor
64,-85,tumor
237,-132,tumor
72,-83,tumor
185,-12,tumor
237,-94,tumor
17,-176,tumor
69,-91,tumor
245,154,tumor
-84,90,tumor
198,-99,tumor
-46,204,tumor
221,-102,tumor
231,169,tumor
25,-53,tumor
63,96,tumor
-126,189,tumor
201,-132,tumor
104,176,tumor
251,14,tumor
-154,188,tumor
247,-95,tumor
40,-181,tumor
-125,-156,tumor
-173,29,tumor
-140,-68,tumor
-32,201,tumor
179,-147,tumor
30,-137,tumor
-233,30,tumor
45,-139,tumor
207,-117,tumor
5,-75,tumor
-227,175,tumor
-99,33,tumor
11,-107,tumor
129,232,tumor
-34,201,tumor
137,144,tumor
-5,-128,tumor
169,-40,tumor
-56,40,tumor
-242,-75,tumor
-251,-74,tumor
24,175,tumor
-105,252,tumor
-135,192,tumor
-185,-36,tumor
51,-113,tumor
-196,-9,tumor
-221,197,tumor
-130,-62,tumor
214,-120,tumor
-121,35,tumor
-98,237,tumor
-168,-9,tumor
12,-77,tumor
39,-126,tumor
251,-146,tumor
213,148,tumor
192,-180,tumor
4,233,tumor
22,-199,tumor
-65,207,tumor
149,130,tumor
-250,-188,tumor
-63,87,tumor
-106,238,tumor
162,-93,tumor
124,99,tumor
166,174,tumor
-10,94,tumor
-11,112,tumor
8,-102,tumor
77,109,tumor
-203,-33,tumor
218,-120,tumor
17,241,tumor
69,-115,tumor
153,-65,tumor
75,193,tumor
194,-97,tumor
45,-211,tumor
-141,-203,tumor
224,126,tumor
187,164,tumor
208,-70,tumor
129,212,tumor
134,189,tumor
102,158,tumor
2,92,tumor
-214,23,tumor
152,168,tumor
-240,26,tumor
21,60,tumor
184,119,tumor
102,-191,tumor
80,176,tumor
48,-31,tumor
237,179,tumor
51,57,tumor
-127,-5,tumor
191,-113,tumor
53,-173,tumor
-126,-24,tumor
51,127,tumor
-71,8,tumor
-97,17,tumor
203,-122,tumor
-114,206,tumor
145,158,tumor
221,-70,tumor
57,18,tumor
-238,-105,tumor
1,112,tumor
-1,-151,tumor
-4,98,tumor
78,105,tumor
22,135,tumor
178,140,tumor
40,250,tumor
201,-82,tumor
72,52,tumor
31,-179,tumor
-140,-187,tumor
-79,94,tumor
27,73,tumor
213,-147,tumor
-112,-184,tumor
246,-30,tumor
138,224,tumor
15,167,tumor
-143,203,tumor
-128,226,tumor
-144,24,tumor
-161,244,tumor
176,-62,tumor
104,224,tumor
-112,63,tumor
-220,48,tumor
-108,-77,tumor
140,225,tumor
49,136,tumor
178,-148,tumor
-192,250,tumor
-200,244,tumor
121,206,tumor
79,140,tumor
6,171,tumor
242,126,tumor
198,113,tumor
239,-142,tumor
-221,46,tumor
-130,252,tumor
-25,-180,tumor
-166,218,tumor
-182,54,tumor
195,-43,tumor
76,124,tumor
-178,-46,tumor
-140,-25,tumor
119,229,tumor
56,-27,tumor
166,-33,tumor
238,-9,tumor
235,-92,tumor
-94,240,tumor
-72,36,tumor
161,-112,tumor
-149,232,tumor
86,-52,tumor
70,24,tumor
47,154,tumor
-45,62,tumor
101,-216,tumor
-139,7,tumor
-87,220,tumor
-67,226,tumor
58,148,cell_1
122,12,cell_1
122,76,cell_1
-157,92,cell_1
220,-201,cell_1
181,-178,cell_1
242,246,cell_1
-133,116,cell_1
-86,87,cell_1
-42,-161,cell_1
55,-52,cell_1
169,71,cell_1
182,-164,cell_1
71,-209,cell_1
201,-220,cell_1
177,-158,cell_1
86,166,cell_1
100,220,cell_1
104,199,cell_1
-172,-221,cell_1
-16,-169,cell_1
-54,41,cell_1
-11,-171,cell_1
220,-60,cell_1
-119,156,cell_1
28,-210,cell_1
207,-185,cell_1
171,-101,cell_1
17,-134,cell_1
-156,141,cell_1
-149,86,cell_1
193,-115,cell_1
79,114,cell_1
-82,148,cell_1
-229,-157,cell_1
-87,29,cell_1
-161,94,cell_1
-244,241,cell_1
-219,-136,cell_1
103,101,cell_1
43,118,cell_1
120,-233,cell_1
208,-74,cell_1
51,-74,cell_1
-71,11,cell_1
-180,-230,cell_1
79,253,cell_1
-161,-240,cell_1
123,0,cell_1
-116,67,cell_1
71,-211,cell_1
-37,-178,cell_1
-82,-231,cell_1
69,-218,cell_1
39,-86,cell_1
114,35,cell_1
193,-142,cell_1
117,-200,cell_1
122,98,cell_1
104,46,cell_1
87,-76,cell_1
104,111,cell_1
58,-191,cell_1
59,-219,cell_1
-7,-210,cell_1
-61,54,cell_1
232,-50,cell_1
-51,21,cell_1
-84,58,cell_1
-31,-143,cell_1
-67,-151,cell_1
-69,164,cell_1
-149,-233,cell_1
219,118,cell_1
-57,-205,cell_1
-148,123,cell_1
64,218,cell_1
121,63,cell_1
123,115,cell_1
-81,94,cell_1
-59,-162,cell_1
-63,22,cell_1
-107,78,cell_1
170,81,cell_1
-256,-94,cell_1
192,243,cell_1
196,-74,cell_1
-52,-203,cell_1
33,-228,cell_1
-154,129,cell_1
-157,158,cell_1
-215,73,cell_1
204,-134,cell_1
135,90,cell_1
-45,-239,cell_1
-48,-3,cell_1
197,87,cell_1
138,58,cell_1
-191,-253,cell_1
74,120,cell_1
60,-207,cell_1
16,249,cell_1
1,250,cell_1
-97,111,cell_1
193,222,cell_1
-255,-159,cell_1
-129,124,cell_1
222,-61,cell_1
-97,-246,cell_1
-239,228,cell_1
-103,142,cell_1
98,131,cell_1
92,155,cell_1
-91,92,cell_1
109,118,cell_1
-201,-246,cell_1
-81,82,cell_1
6,245,cell_1
-155,148,cell_1
-51,-153,cell_1
-130,118,cell_1
109,-211,cell_1
-175,113,cell_1
-190,94,cell_1
58,106,cell_1
-124,170,cell_1
-137,140,cell_1
-177,45,cell_1
