X_position,Y_position,type
-106,-256,cell_1
160,-63,cell_1
139,99,cell_1
-195,21,cell_1
143,-126,cell_1
-15,-94,cell_1
193,213,cell_1
129,-104,cell_1
-234,12,cell_1
232,-245,cell_1
-104,-250,cell_1
9,-92,cell_1
-11,-234,cell_1
-7,-75,cell_1
201,147,cell_1
82,-127,cell_1
53,-123,cell_1
128,-169,cell_1
-157,-115,cell_1
161,162,cell_1
133,-130,cell_1
-174,-150,cell_1
-43,-207,cell_1
-198,-69,cell_1
-234,101,cell_1
4,-92,cell_1
203,-136,cell_1
35,238,cell_1
-203,-83,cell_1
142,-226,cell_1
220,253,cell_1
-224,57,cell_1
-102,52,cell_1
73,-195,cell_1
141,245,cell_1
55,-175,cell_1
115,170,cell_1
244,176,cell_1
-145,-196,cell_1
235,184,cell_1
221,29,cell_1
-52,-207,cell_1
-48,-109,cell_1
-119,-200,cell_1
197,248,cell_1
186,-136,cell_1
-18,-148,cell_1
162,106,cell_1
65,-109,cell_1
180,-111,cell_1
1,-211,cell_1
-87,-128,cell_1
136,111,cell_1
-78,-134,cell_1
43,-56,cell_1
-84,-171,cell_1
-123,39,cell_1
-66,-119,cell_1
124,107,cell_1
73,241,cell_1
162,-137,cell_1
227,-228,cell_1
153,-191,cell_1
-104,-202,cell_1
-84,-191,cell_1
119,-74,cell_1
-117,-195,cell_1
-193,-119,cell_1
23,-153,cell_1
187,-125,cell_1
-46,-134,cell_1
-135,-124,cell_1
36,-156,cell_1
25,-251,cell_1
210,181,cell_1
