X_position,Y_position,type
-135,-163,tumor
-94,-163,tumor
133,63,tumor
183,-118,tumor
132,144,tumor
81,133,tumor
-56,71,tumor
224,204,tumor
169,203,tumor
129,113,tumor
84,158,tumor
36,85,tumor
-166,183,tumor
139,129,tumor
-161,229,tumor
247,-118,tumor
-64,27,tumor
71,-22,tumor
-155,-189,tumor
-66,-19,tumor
138,86,tumor
215,78,tumor
-173,93,tumor
242,-125,tumor
-30,229,tumor
-81,-213,tumor
64,-190,tumor
180,61,tumor
230,190,tumor
61,209,tumor
-7,43,tumor
-91,-191,tumor
215,214,tumor
-125,-225,tumor
-147,217,tumor
-18,-2,tumor
-92,-243,tumor
-69,43,tumor
195,29,tumor
32,218,tumor
-14,-26,tumor
214,42,tumor
96,133,tumor
97,129,tumor
-137,153,tumor
-13,63,tumor
46,59,tumor
-243,214,tumor
162,59,tumor
185,253,tumor
191,81,tumor
125,43,tumor
112,109,tumor
193,36,tumor
144,17,tumor
0,-30,tumor
-241,160,tumor
160,247,tumor
-76,-182,tumor
-155,-172,tumor
186,-141,tumor
99,107,tumor
57,180,tumor
119,-245,tumor
202,-78,tumor
40,62,tumor
98,-223,tumor
-83,28,tumor
3,216,tumor
200,-153,tumor
-28,50,tumor
251,-155,tumor
-41,248,tumor
-83,191,tumor
156,-125,tumor
-105,-249,tumor
-92,-247,tumor
208,39,tumor
145,68,tumor
128,-253,tumor
99,-240,tumor
-121,181,tumor
-247,144,tumor
55,7,tumor
-48,189,tumor
69,14,tumor
-250,176,tumor
244,164,tumor
204,176,tumor
93,147,tumor
48,61,tumor
30,-232,tumor
-101,154,tumor
17,77,tumor
47,80,tumor
-140,-198,tumor
220,-115,tumor
-167,151,tumor
-142,234,tumor
242,-94,tumor
-209,158,tumor
187,-161,tumor
208,38,tumor
220,187,tumor
-142,-166,tumor
81,-210,tumor
93,-206,tumor
65,184,tumor
216,-136,tumor
-78,-19,tumor
-175,159,tumor
184,244,tumor
215,-77,tumor
138,10,tumor
251,-182,tumor
-76,-200,tumor
78,123,tumor
108,-215,tumor
-252,140,tumor
34,-253,tumor
-244,210,tumor
203,196,tumor
201,99,tumor
-52,155,tumor
249,115,tumor
101,103,tumor
210,196,tumor
-32,61,tumor
-191,227,tumor
3,29,tumor
-198,253,tumor
57,-193,tumor
80,231,tumor
-127,188,tumor
228,144,tumor
18,-254,tumor
205,-133,tumor
214,109,tumor
-236,141,tumor
-132,224,tumor
86,-204,tumor
255,103,tumor
199,-139,tumor
125,-131,tumor
-117,132,tumor
242,-42,tumor
-48,235,tumor
79,127,tumor
-103,-227,tumor
-232,161,tumor
15,86,tumor
185,22,tumor
-137,-137,tumor
-240,231,tumor
207,-121,tumor
233,226,tumor
134,211,tumor
96,231,tumor
245,233,tumor
-82,-199,tumor
101,58,tumor
12,-252,tumor
47,-240,tumor
-10,240,tumor
122,68,tumor
-117,-178,tumor
-149,170,tumor
-165,226,tumor
210,-101,tumor
-72,159,tumor
-31,43,tumor
72,-228,tumor
229,-143,tumor
-91,18,tumor
243,214,tumor
112,103,tumor
-200,240,tumor
64,-253,tumor
129,58,tumor
-105,141,tumor
169,-171,tumor
159,49,tumor
102,149,tumor
-179,254,tumor
232,-136,tumor
206,-147,tumor
-18,209,tumor
-179,113,tumor
17,241,tumor
50,-12,tumor
2,28,tumor
57,-221,tumor
67,161,tumor
54,-197,tumor
101,89,tumor
-174,162,tumor
-171,237,tumor
163,224,tumor
-126,132,tumor
94,113,tumor
-167,228,tumor
147,-159,tumor
-67,178,tumor
16,229,tumor
-56,198,tumor
-106,-236,tumor
193,198,tumor
227,197,tumor
178,44,tumor
169,211,tumor
-175,139,tumor
-120,-161,tumor
-191,193,tumor
105,141,tumor
147,-179,tumor
139,-146,tumor
99,-229,tumor
104,-215,tumor
53,47,tumor
-135,-146,tumor
149,-174,tumor
19,-10,tumor
-251,221,tumor
-102,-150,tumor
152,-168,tumor
158,61,tumor
149,147,tumor
178,50,tumor
212,-109,tumor
-89,69,tumor
185,-79,tumor
-151,250,tumor
201,-77,tumor
180,225,tumor
160,41,tumor
248,66,tumor
243,-107,tumor
237,-103,tumor
-213,176,tumor
110,198,tumor
135,71,tumor
106,-255,tumor
102,252,tumor
218,181,tumor
80,192,tumor
42,-185,tumor
125,127,tumor
199,-130,tumor
245,97,tumor
-98,-234,tumor
247,138,tumor
115,-213,tumor
39,65,tumor
240,91,tumor
113,210,tumor
96,31,tumor
147,-115,tumor
70,52,tumor
92,157,tumor
220,52,tumor
158,218,tumor
221,79,tumor
242,-145,tumor
165,-197,tumor
121,42,tumor
233,-83,tumor
-154,148,tumor
153,-124,tumor
85,-170,tumor
65,97,tumor
-139,-179,tumor
115,247,tumor
164,230,tumor
197,215,tumor
29,-247,tumor
-128,233,tumor
-60,196,tumor
132,183,tumor
152,35,tumor
165,-101,tumor
93,-196,tumor
205,198,tumor
51,186,tumor
29,-215,tumor
-115,-200,tumor
-136,119,tumor
75,-184,tumor
139,164,tumor
48,-24,tumor
153,-2,tumor
-142,-200,tumor
211,230,tumor
-235,161,tumor
154,143,tumor
-124,161,tumor
128,203,tumor
69,-188,tumor
-97,-204,tumor
138,-122,tumor
106,-204,tumor
-20,20,tumor
164,-73,tumor
-100,-10,tumor
-144,-183,tumor
-149,-152,tumor
72,-216,cell_1
43,131,cell_1
47,-231,cell_1
165,-118,cell_1
-35,-155,cell_1
207,-61,cell_1
-133,142,cell_1
48,-63,cell_1
105,-253,cell_1
-172,59,cell_1
61,167,cell_1
199,-36,cell_1
-6,-60,cell_1
-15,-222,cell_1
10,155,cell_1
-45,179,cell_1
-168,96,cell_1
249,1,cell_1
48,-89,cell_1
-159,18,cell_1
-73,145,cell_1
49,-188,cell_1
-189,-47,cell_1
3,113,cell_1
-55,173,cell_1
-142,-242,cell_1
223,-136,cell_1
15,-29,cell_1
7,233,cell_1
16,-118,cell_1
-56,-189,cell_1
26,183,cell_1
-93,179,cell_1
-105,151,cell_1
-166,116,cell_1
61,245,cell_1
-230,-161,cell_1
-27,-139,cell_1
42,213,cell_1
42,-166,cell_1
31,205,cell_1
166,-90,cell_1
60,-214,cell_1
211,-113,cell_1
-6,-146,cell_1
-156,85,cell_1
113,-249,cell_1
-37,128,cell_1
60,225,cell_1
-208,-114,cell_1
118,-112,cell_1
40,-184,cell_1
-104,-227,cell_1
-109,-200,cell_1
-13,140,cell_1
9,-20,cell_1
-196,-95,cell_1
206,-30,cell_1
156,-78,cell_1
45,-56,cell_1
-202,70,cell_1
-6,-57,cell_1
82,174,cell_1
37,240,cell_1
208,243,cell_1
210,31,cell_1
-150,-103,cell_1
247,24,cell_1
-36,-167,cell_1
-79,-73,cell_1
-139,31,cell_1
-111,-253,cell_1
-144,100,cell_1
7,126,cell_1
35,-220,cell_1
254,-100,cell_1
-216,-65,cell_1
100,-245,cell_1
-107,-32,cell_1
-12,112,cell_1
43,-57,cell_1
220,217,cell_1
19,186,cell_1
-12,-72,cell_1
-205,65,cell_1
74,215,cell_1
-61,-116,cell_1
27,-213,cell_1
-82,180,cell_1
27,-146,cell_1
154,-119,cell_1
224,241,cell_1
-57,-241,cell_1
73,-159,cell_1
-4,-218,cell_1
60,-187,cell_1
18,155,cell_1
-10,55,cell_1
-210,-109,cell_1
79,-60,cell_1
188,-106,cell_1
-39,-151,cell_1
-28,135,cell_1
-158,85,cell_1
31,-158,cell_1
-139,5,cell_1
7,69,cell_1
88,213,cell_1
62,121,cell_1
-5,-48,cell_1
57,150,cell_1
-95,-100,cell_1
-158,-203,cell_1
32,-205,cell_1
16,79,cell_1
117,-210,cell_1
-145,-96,cell_1
189,193,cell_1
79,202,cell_1
-46,-244,cell_1
6,-179,cell_1
-45,-25,cell_1
98,204,cell_1
-240,-59,cell_1
-31,191,cell_1
-118,-97,cell_1
-51,-113,cell_1
-38,150,cell_1
