X_position,Y_position,type
139,158,tumor
-23,229,tumor
117,85,tumor
136,-46,tumor
-139,-204,tumor
177,-22,tumor
-60,79,tumor
-248,-202,tumor
149,-21,tumor
126,111,tumor
-246,102,tumor
-119,89,tumor
118,-255,tumor
136,179,tumor
97,138,tumor
98,-64,tumor
-65,-214,tumor
-1,35,tumor
-235,86,tumor
253,-34,tumor
160,254,tumor
-238,-208,tumor
182,181,tumor
99,-69,tumor
-4,-202,tumor
19,-217,tumor
220,236,tumor
135,19,tumor
-33,43,tumor
-27,154,tumor
222,-27,tumor
-105,-126,tumor
145,108,tumor
-221,97,tumor
118,-239,tumor
-26,50,tumor
-223,226,tumor
159,101,tumor
253,97,tumor
-95,116,tumor
145,-12,tumor
45,-214,tumor
137,30,tumor
-102,94,tumor
134,65,tumor
-80,145,tumor
160,153,tumor
127,-88,tumor
54,-237,tumor
46,-204,tumor
104,12,tumor
-171,114,tumor
171,41,tumor
-177,62,tumor
-44,104,tumor
188,235,tumor
-30,13,tumor
-56,94,tumor
133,226,tumor
-237,199,tumor
159,64,tumor
-165,-132,tumor
245,217,tumor
-170,-194,tumor
109,199,tumor
118,-213,tumor
17,166,tumor
-217,137,tumor
-33,9,tumor
215,-63,tumor
131,195,tumor
201,13,tumor
-172,-190,tumor
229,183,tumor
-77,-226,tumor
-51,-210,tumor
-89,-215,tumor
244,-33,tumor
49,-252,tumor
184,170,tumor
91,-181,tumor
-54,107,tumor
-78,-66,tumor
-42,-7,tumor
139,216,tumor
-156,-234,tumor
100,195,tumor
101,163,tumor
-255,164,tumor
-141,-198,tumor
-39,24,tumor
127,-74,tumor
131,-35,tumor
171,-58,tumor
-73,-211,tumor
-191,49,tumor
-46,242,tumor
-59,66,tumor
-235,-237,tumor
172,205,tumor
208,252,tumor
-53,143,tumor
189,-54,tumor
169,20,tumor
176,-41,tumor
-64,-58,tumor
35,-224,tumor
-173,46,tumor
-83,153,tumor
-116,-217,tumor
70,-174,tumor
214,-11,tumor
20,-154,tumor
232,144,tumor
158,-23,tumor
173,74,tumor
222,-44,tumor
-186,-256,tumor
-211,107,tumor
241,140,tumor
114,10,tumor
109,243,tumor
122,-23,tumor
-207,-228,tumor
31,-186,tumor
-173,151,tumor
-76,-203,tumor
208,-82,tumor
-175,-212,tumor
-41,-226,tumor
109,-33,tumor
-25,156,tumor
-247,16,tumor
-194,108,tumor
48,-231,tumor
103,182,tumor
-8,113,tumor
179,166,tumor
-111,87,tumor
31,-207,tumor
216,133,tumor
-245,79,tumor
-253,57,tumor
203,126,tumor
234,152,tumor
-202,-121,tumor
189,250,tumor
136,105,tumor
125,18,tumor
-78,55,tumor
100,99,tumor
-255,-229,tumor
-149,130,tumor
-19,86,tumor
-157,-239,tumor
-203,-253,tumor
-99,86,tumor
120,167,tumor
79,-174,tumor
-149,102,tumor
14,-222,tumor
-227,142,tumor
-132,96,tumor
-87,-30,tumor
250,178,tumor
211,121,tumor
-203,47,tumor
121,-254,tumor
40,-205,tumor
20,-218,tumor
-105,135,tumor
112,-1,tumor
-189,-141,tumor
143,-195,tumor
109,245,tumor
-11,212,tumor
254,154,tumor
146,-43,tumor
-219,61,tumor
-104,-223,tumor
9,-213,tumor
-150,81,tumor
100,37,tumor
99,-64,tumor
-256,137,tumor
102,-8,tumor
49,-172,tumor
39,-221,tumor
-13,164,tumor
157,86,tumor
-189,-160,tumor
168,126,tumor
138,-22,tumor
-54,-218,tumor
135,218,tumor
129,-222,tumor
-228,23,tumor
119,207,tumor
-111,94,tumor
-43,247,tumor
-241,42,tumor
-6,-48,tumor
172,101,tumor
174,-14,tumor
163,49,tumor
-219,-218,tumor
131,-203,tumor
90,-176,tumor
-24,-36,tumor
219,132,tumor
-40,-169,tumor
-236,52,tumor
-250,49,tumor
-147,-121,tumor
-222,129,tumor
-33,191,tumor
-72,-219,tumor
130,-14,tumor
146,212,tumor
-15,122,tumor
-158,80,tumor
105,228,tumor
-148,115,tumor
-117,76,tumor
-138,-155,tumor
-18,-167,tumor
27,-151,tumor
-10,-203,tumor
103,-93,tumor
218,-69,tumor
-255,108,tumor
111,54,tumor
-95,-216,tumor
-142,136,tumor
114,-24,tumor
-250,242,tumor
-23,-148,tumor
174,21,tumor
-7,-75,tumor
-198,78,tumor
4,-17,tumor
-142,-124,tumor
-26,131,tumor
188,232,tumor
111,-185,tumor
-5,-24,tumor
-139,132,tumor
-143,77,tumor
176,1,tumor
-10,79,tumor
-67,-223,tumor
-90,138,tumor
209,117,tumor
113,-34,tumor
-116,133,tumor
-111,118,tumor
64,-190,tumor
-216,108,tumor
4,157,tumor
-130,151,tumor
-206,35,tumor
103,117,tumor
-57,53,tumor
190,228,tumor
175,9,tumor
-90,-238,tumor
-70,-3,tumor
-152,-222,tumor
-33,64,tumor
-5,-34,tumor
-165,-185,tumor
-16,69,tumor
-64,104,tumor
-70,31,tumor
14,84,tumor
-87,54,tumor
216,114,tumor
-212,193,tumor
-183,-210,tumor
-174,-138,tumor
133,-62,tumor
-106,66,tumor
-77,-52,tumor
228,247,tumor
91,-91,tumor
-22,40,tumor
30,-196,tumor
110,-91,tumor
-119,116,tumor
248,-64,tumor
-128,65,tumor
15,228,tumor
92,13,tumor
-190,-219,tumor
-214,97,tumor
115,137,tumor
26,-156,tumor
-187,122,tumor
113,63,tumor
-155,145,tumor
13,-236,tumor
38,-155,tumor
-96,110,tumor
-15,206,tumor
138,-98,cell_1
-41,-105,cell_1
-92,-82,cell_1
-14,217,cell_1
196,120,cell_1
-255,-61,cell_1
-116,96,cell_1
19,-103,cell_1
-240,-12,cell_1
37,247,cell_1
250,-179,cell_1
229,135,cell_1
-116,74,cell_1
-187,-18,cell_1
-149,6,cell_1
-220,211,cell_1
155,171,cell_1
-106,166,cell_1
71,-150,cell_1
177,-116,cell_1
-223,208,cell_1
-248,-8,cell_1
-167,102,cell_1
80,-137,cell_1
92,42,cell_1
-97,-107,cell_1
-158,116,cell_1
75,53,cell_1
-192,182,cell_1
-28,-106,cell_1
41,231,cell_1
110,28,cell_1
132,-121,cell_1
-253,244,cell_1
106,-140,cell_1
123,-121,cell_1
-146,85,cell_1
104,-145,cell_1
-150,10,cell_1
216,116,cell_1
202,153,cell_1
-252,194,cell_1
-139,149,cell_1
118,26,cell_1
-18,-63,cell_1
-29,-95,cell_1
122,50,cell_1
240,130,cell_1
64,-138,cell_1
100,62,cell_1
168,-71,cell_1
-204,60,cell_1
-130,116,cell_1
-180,-30,cell_1
229,228,cell_1
44,255,cell_1
162,-86,cell_1
255,-185,cell_1
32,147,cell_1
-144,51,cell_1
-147,-2,cell_1
197,-58,cell_1
23,228,cell_1
240,158,cell_1
16,-137,cell_1
39,-87,cell_1
32,-172,cell_1
-161,-4,cell_1
61,43,cell_1
-68,-105,cell_1
76,42,cell_1
24,161,cell_1
190,-87,cell_1
235,-201,cell_1
236,172,cell_1
-242,22,cell_1
-18,246,cell_1
2,-121,cell_1
-241,-23,cell_1
-4,-115,cell_1
124,-114,cell_1
-222,171,cell_1
168,-137,cell_1
147,-124,cell_1
208,119,cell_1
110,53,cell_1
201,162,cell_1
218,142,cell_1
76,-74,cell_1
-169,-44,cell_1
-1,-83,cell_1
-105,-86,cell_1
71,-141,cell_1
-17,-60,cell_1
-202,-9,cell_1
-254,16,cell_1
-9,195,cell_1
-193,42,cell_1
27,178,cell_1
-20,-130,cell_1
164,-98,cell_1
78,-111,cell_1
-182,-44,cell_1
232,165,cell_1
-156,-60,cell_1
83,-140,cell_1
-133,72,cell_1
-143,-68,cell_1
-196,178,cell_1
-216,230,cell_1
153,169,cell_1
-162,30,cell_1
222,237,cell_1
-89,-74,cell_1
206,255,cell_1
-114,166,cell_1
254,223,cell_1
-182,62,cell_1
-253,-37,cell_1
208,-194,cell_1
-20,224,cell_1
36,-92,cell_1
14,244,cell_1
-13,187,cell_1
155,-123,cell_1
39,-103,cell_1
24,-137,cell_1
-187,70,cell_1
