X_position,Y_position,type
238,104,tumor
229,7,tumor
237,-31,tumor
203,-4,tumor
8,-28,tumor
64,-251,tumor
12,-33,tumor
-35,-65,tumor
73,-232,tumor
-8,-74,tumor
26,-143,tumor
223,-7,tumor
98,-227,tumor
57,-253,tumor
25,-36,tumor
-15,-246,tumor
212,77,tumor
198,55,tumor
225,100,tumor
96,-252,tumor
-240,62,tumor
237,-20,tumor
205,23,tumor
237,-80,tumor
-235,78,tumor
231,37,tumor
229,-23,tumor
129,-28,tumor
247,-67,tumor
33,-211,tumor
32,-16,tumor
1,-142,tumor
6,-221,tumor
-39,-64,tumor
249,20,tumor
215,-13,tumor
34,-224,tumor
146,-36,tumor
243,38,tumor
21,-94,tumor
-253,33,tumor
248,-68,tumor
80,-224,tumor
-2,-125,tumor
197,-37,tumor
87,-253,tumor
-224,30,tumor
-24,-89,tumor
231,-22,tumor
234,-30,tumor
-21,-56,tumor
215,44,tumor
-138,-163,tumor
9,-115,tumor
19,-13,tumor
-15,-60,tumor
226,5,tumor
3,-113,tumor
197,-43,tumor
-226,49,tumor
201,36,tumor
243,72,tumor
255,9,tumor
-12,-250,tumor
193,31,tumor
155,-34,tumor
-5,-121,tumor
-15,-64,tumor
206,24,tumor
-16,-154,tumor
189,-66,tumor
30,-248,tumor
-15,-138,tumor
106,-254,tumor
234,-58,tumor
235,-57,tumor
247,-62,tumor
108,-233,tumor
98,-245,tumor
43,-255,tumor
135,-28,tumor
20,-222,tumor
-1,-255,tumor
172,-12,tumor
-3,-236,tumor
188,-64,tumor
42,-91,tumor
241,48,tumor
247,-13,tumor
233,-79,tumor
91,-255,tumor
223,-107,tumor
88,-236,tumor
44,-225,tumor
241,-41,tumor
252,-110,tumor
210,-41,tumor
221,-47,tumor
219,-23,tumor
-247,56,tumor
215,89,tumor
54,-236,tumor
49,-249,tumor
32,-92,tumor
154,-34,tumor
225,16,tumor
193,-1,tumor
48,-236,tumor
16,-160,tumor
56,-225,tumor
226,-26,tumor
200,-72,tumor
242,53,tumor
79,-246,tumor
-228,32,tumor
-248,35,tumor
242,48,tumor
33,-213,tumor
171,-48,tumor
-138,236,tumor
253,-132,tumor
49,-255,tumor
231,-139,tumor
9,-92,tumor
224,53,tumor
31,-157,tumor
226,-105,tumor
53,-234,tumor
-4,-77,tumor
176,-49,tumor
107,-256,tumor
200,38,tumor
215,14,tumor
226,68,tumor
249,-66,tumor
187,-47,tumor
-227,35,tumor
236,-4,tumor
237,74,tumor
202,-46,tumor
25,-218,tumor
237,6,tumor
46,-90,tumor
-3,-151,tumor
5,-134,tumor
2,-221,tumor
21,-93,tumor
27,-147,tumor
-241,36,tumor
-42,-80,tumor
56,131,cell_1
-6,117,cell_1
-21,183,cell_1
-177,-37,cell_1
160,179,cell_1
-183,115,cell_1
134,201,cell_1
164,197,cell_1
3,-62,cell_1
124,-24,cell_1
-212,123,cell_1
-176,93,cell_1
-159,99,cell_1
-246,57,cell_1
-91,8,cell_1
233,236,cell_1
-242,115,cell_1
217,177,cell_1
63,145,cell_1
-58,24,cell_1
90,236,cell_1
99,108,cell_1
-110,198,cell_1
78,-14,cell_1
140,207,cell_1
125,133,cell_1
-166,-7,cell_1
-165,101,cell_1
104,160,cell_1
-139,125,cell_1
-20,156,cell_1
169,195,cell_1
-78,-38,cell_1
-126,87,cell_1
-131,249,cell_1
-79,105,cell_1
206,160,cell_1
32,-126,cell_1
177,178,cell_1
240,177,cell_1
-51,-16,cell_1
101,201,cell_1
246,-227,cell_1
-14,-14,cell_1
171,-57,cell_1
-146,-47,cell_1
-16,187,cell_1
-192,117,cell_1
-73,137,cell_1
-87,114,cell_1
-172,247,cell_1
-4,185,cell_1
-124,120,cell_1
183,215,cell_1
-243,115,cell_1
240,213,cell_1
-176,-56,cell_1
-74,227,cell_1
-231,74,cell_1
-190,-78,cell_1
-139,102,cell_1
201,154,cell_1
181,-139,cell_1
147,143,cell_1
-110,84,cell_1
87,-12,cell_1
-42,75,cell_1
210,161,cell_1
-43,144,cell_1
238,121,cell_1
235,215,cell_1
59,146,cell_1
194,174,cell_1
28,-54,cell_1
-229,244,cell_1
231,-235,cell_1
96,92,cell_1
-21,124,cell_1
42,-157,cell_1
-68,94,cell_1
-101,172,cell_1
168,107,cell_1
251,114,cell_1
225,-216,cell_1
205,-143,cell_1
2,157,cell_1
-81,150,cell_1
-186,47,cell_1
-103,-20,cell_1
31,169,cell_1
182,-80,cell_1
-114,-91,cell_1
166,175,cell_1
-201,242,cell_1
-69,68,cell_1
-105,-60,cell_1
39,-87,cell_1
75,-33,cell_1
-141,110,cell_1
110,147,cell_1
-123,-10,cell_1
33,-129,cell_1
152,-55,cell_1
85,99,cell_1
138,250,cell_1
-190,-61,cell_1
10,-68,cell_1
172,168,cell_1
2,195,cell_1
-189,253,cell_1
106,159,cell_1
104,-34,cell_1
-93,248,cell_1
90,244,cell_1
158,-127,cell_1
-33,-30,cell_1
58,-45,cell_1
142,177,cell_1
-161,-77,cell_1
42,131,cell_1
4,151,cell_1
127,14,cell_1
153,175,cell_1
236,136,cell_1
-76,141,cell_1
-194,4,cell_1
57,-116,cell_1
-172,115,cell_1
